StateCode,YearMonth,PCP,TAVG,PDSI
1,199201,6.12,44.1,-0.28
1,199202,5.99,51.4,-0.1
1,199203,4.03,54.9,-0.7
1,199204,2.91,61.5,-1.12
1,199205,1.95,68,-1.6
1,199206,5.44,74.9,0.51
1,199207,6.07,79.9,0.71
1,199208,5.87,75.8,1.49
1,199209,3.61,73.4,1.48
1,199210,2.59,61.9,1.49
1,199211,9.48,52.4,3.2
1,199212,5.73,47.1,3.1
1,199301,6.21,48.8,3.05
1,199302,3.72,46.2,-0.4
1,199303,6.59,51.7,-0.19
1,199304,3.26,58.7,-0.47
1,199305,3.8,68.8,-0.44
1,199306,3.39,77.6,-0.62
1,199307,2.88,82.2,-1.57
1,199308,4.72,80.1,-1.55
1,199309,3.83,74,-1.5
1,199310,3.71,62.8,0.22
1,199311,3.88,51.7,0.23
1,199312,4.29,45.3,0.01
1,199401,5.31,40.8,0.15
1,199402,5.08,50.3,0.05
1,199403,7.25,55.7,0.27
1,199404,4.4,64.7,-0.22
1,199405,3.2,68.4,-0.39
1,199406,7,77.8,0.96
1,199407,9.43,77.6,2.41
1,199408,2.91,77.2,2.02
1,199409,3.61,72.2,1.93
1,199410,4.97,64,2.52
1,199411,3.5,58,-0.12
1,199412,3.67,49.9,-0.51
1,199501,4.83,45.4,-0.54
1,199502,5.65,47.6,-0.34
1,199503,5.42,58.2,-0.65
1,199504,5.07,63.2,-0.56
1,199505,3.32,72.1,-0.87
1,199506,3.36,75.2,-0.93
1,199507,3.87,81.1,-1.52
1,199508,4.79,81.9,-1.53
1,199509,3.09,73.7,-1.68
1,199510,9.3,63.6,1.99
1,199511,5.8,49.7,2.63
1,199512,5.07,44.7,2.44
1,199601,7.4,43.5,2.93
1,199602,4.07,47.3,2.31
1,199603,8.45,50.9,2.75
1,199604,4.65,60,2.5
1,199605,2.56,73,1.57
1,199606,3.38,76.7,1.1
1,199607,6.63,79.6,1.23
1,199608,4.7,77.9,1.29
1,199609,5.71,72.1,1.84
1,199610,2.38,62.7,1.7
1,199611,3.46,52.7,1.48
1,199612,4.94,49.1,1.29
1,199701,6.47,45.9,1.57
1,199702,6.16,50.8,1.64
1,199703,3.87,61.2,0.6
1,199704,6.03,58.8,0.98
1,199705,5.39,67.2,1.48
1,199706,7.91,74,2.8
1,199707,5.33,80.1,2.6
1,199708,2.88,77.7,2.11
1,199709,3.3,74.8,1.71
1,199710,5.1,63.1,2.29
1,199711,5.7,50,2.81
1,199712,4.82,44.8,2.53
1,199801,8.14,47.8,3.15
1,199802,7.29,49.2,3.43
1,199803,6.2,53.4,3.09
1,199804,5.39,61.6,2.94
1,199805,2.28,73.6,-0.8
1,199806,3.22,80.7,-1.42
1,199807,6.07,81.8,-1.47
1,199808,3.44,79.9,-1.85
1,199809,8.29,77.4,1.14
1,199810,1.37,66.8,-0.4
1,199811,3.3,57.9,-0.67
1,199812,4.27,51.4,-0.96
1,199901,7.94,49.4,-0.08
1,199902,2.55,51.8,-0.93
1,199903,5.65,52.8,-0.95
1,199904,2.57,67.1,-1.68
1,199905,4.11,69.5,-0.04
1,199906,8.31,76.7,1.45
1,199907,4.63,80.5,-0.15
1,199908,2.02,81.8,-1
1,199909,1.91,73.3,-1.57
1,199910,3.39,63.6,-1.33
1,199911,2.61,56.2,-1.72
1,199912,3.32,47,-2.17
1,200001,4.69,46.5,-2.12
1,200002,1.99,52.3,-2.96
1,200003,5.05,58.9,-3.12
1,200004,4.83,60.1,-2.73
1,200005,1.32,74,-3.59
1,200006,3.71,77.6,-3.6
1,200007,2.26,81.9,-4.61
1,200008,2.36,81,-5.25
1,200009,3.49,73.9,-4.97
1,200010,0.8,64.6,-5.29
1,200011,7.7,52.8,1.1
1,200012,4.29,39.2,0.92
1,200101,4.69,41.2,0.78
1,200102,4.11,52.6,0.27
1,200103,10.11,51.4,1.36
1,200104,3.88,64.7,0.86
1,200105,4.03,70.6,0.73
1,200106,7.15,75.8,1.78
1,200107,3.95,79.7,1.3
1,200108,5.48,78.5,1.71
1,200109,4.8,71.9,2.04
1,200110,3.27,60.6,2.25
1,200111,3.43,58.8,-0.18
1,200112,4.14,50.6,-0.45
1,200201,5.11,46.8,-0.43
1,200202,2.99,46,-0.99
1,200203,5.79,55,-1.03
1,200204,2.19,66.4,-1.82
1,200205,4.09,70.2,-1.75
1,200206,3.77,77.2,-1.68
1,200207,5.38,80.3,-1.65
1,200208,3.24,79.7,-1.92
1,200209,7.57,77.3,0.97
1,200210,5.58,67.8,1.77
1,200211,4.88,51,2.11
1,200212,6.54,45.2,2.38
1,200301,2.33,40,1.38
1,200302,6.76,48,1.71
1,200303,4.67,57.6,1
1,200304,6.41,63.3,1.28
1,200305,8.49,71.6,2.54
1,200306,8.17,75.6,3.75
1,200307,7.74,78.5,4.34
1,200308,5.7,79.4,4.61
1,200309,3.7,73.1,4.38
1,200310,1.61,63.5,-0.13
1,200311,4.67,58.2,0.18
1,200312,3.47,44,-0.35
1,200401,3.27,44.2,-0.85
1,200402,7.06,45.4,-0.16
1,200403,2.28,59,-1.36
1,200404,3.37,61.2,-1.58
1,200405,4,72.7,-1.59
1,200406,7.53,76.8,1.19
1,200407,4.43,79.2,0.95
1,200408,4.48,76.3,1.21
1,200409,6.63,73.8,2.1
1,200410,3.87,68.5,2.37
1,200411,8.12,57.8,3.46
1,200412,4.84,45.1,3.12
1,200501,2.86,49.2,2.03
1,200502,4.96,51.2,1.69
1,200503,5.85,53.5,1.43
1,200504,7.6,61,2.07
1,200505,2.8,68.3,1.53
1,200506,6.37,76.7,2.17
1,200507,9.19,80.4,3.23
1,200508,6.01,80.5,3.65
1,200509,3.29,76.9,-0.05
1,200510,0.61,63.8,-0.58
1,200511,3.59,55.8,-0.67
1,200512,3.95,43.4,-0.85
1,200601,5.23,51.1,-0.85
1,200602,5.05,46.1,-0.76
1,200603,2.97,56.1,-1.62
1,200604,3.07,67.5,-2.16
1,200605,4.41,70.4,-1.87
1,200606,2.01,78.1,-2.39
1,200607,3.33,81.9,-3.12
1,200608,3.91,82.3,-3.37
1,200609,3.53,72.8,-3.19
1,200610,5.13,61.9,-2.18
1,200611,4.84,52.8,-1.6
1,200612,4.06,49.4,-1.73
1,200701,4.34,46.7,-1.8
1,200702,2.64,44.8,-2.31
1,200703,1.56,60,-3.52
1,200704,3.91,60,-3.4
1,200705,0.73,71.2,-4.23
1,200706,2.78,78.8,-4.57
1,200707,5.2,79.2,-4.4
1,200708,2.67,84.4,-5.05
1,200709,3.11,76,-5.02
1,200710,3.92,66.5,-4.4
1,200711,2.75,53.6,-4.36
1,200712,4.25,51.6,-4.37
1,200801,4.09,43,-4.19
1,200802,5.79,49.2,-3.61
1,200803,4.01,55.2,-3.86
1,200804,4.53,62.8,-3.58
1,200805,4.43,70.3,-3.1
1,200806,2.69,78.7,-3.29
1,200807,4.04,80,-3.54
1,200808,8.89,78.4,1.52
1,200809,1.65,74.5,0.82
1,200810,3.02,62.2,0.91
1,200811,3.15,51,0.69
1,200812,6.78,49.7,1.07
1,200901,4.42,45.3,0.76
1,200902,3.85,48.2,0.28
1,200903,8.98,57.3,0.89
1,200904,4.45,61.4,0.72
1,200905,8.51,71.2,2.07
1,200906,2.71,79.4,1.31
1,200907,5.59,78.1,1.23
1,200908,5.49,78,1.56
1,200909,7.57,75,2.58
1,200910,7.18,62.8,4
1,200911,4.39,53.4,3.9
1,200912,10.63,44.8,5.14
1,201001,6.21,40,5.04
1,201002,4.22,40.6,-0.16
1,201003,5.07,51.2,-0.37
1,201004,2.82,64.2,-0.96
1,201005,6.15,73.3,-0.35
1,201006,3.26,80.9,-0.78
1,201007,3.5,82.6,-1.61
1,201008,4.83,83,-1.71
1,201009,1.61,76.9,-2.51
1,201010,2.59,64.3,-2.47
1,201011,4.73,55.2,-2.1
1,201012,2.2,40.3,-2.67
1,201101,4.03,41.1,-2.65
1,201102,3.49,49.5,-2.91
1,201103,8.18,57.8,-2.2
1,201104,5.08,65.7,-2.06
1,201105,1.64,69.9,-2.64
1,201106,3.55,81.2,-2.99
1,201107,5.52,81.7,-3.02
1,201108,2.05,81.8,-3.87
1,201109,7.21,72.1,-2.44
1,201110,0.79,60.6,-2.6
1,201111,4.13,55.3,-2.32
1,201112,5.04,49.3,-2.13
1,201201,5.44,50.1,-1.9
1,201202,4.49,52.1,-2.01
1,201203,5.35,64.6,-2.41
1,201204,1.89,65,-3.08
1,201205,4.16,73.4,-3.05
1,201206,4,76.8,-2.8
1,201207,5.75,81.6,-2.64
1,201208,6.07,78.1,0.64
1,201209,5.35,73,1.16
1,201210,2.91,62.2,1.29
1,201211,1.36,51.2,0.52
1,201212,6.61,50.9,0.82
1,201301,6.27,50,1
1,201302,8.86,48,1.99
1,201303,3.83,49.8,1.26
1,201304,5.71,62.2,1.36
1,201305,4,68.2,1.3
1,201306,5.81,78,1.73
1,201307,8.7,77.7,2.87
1,201308,5.5,77.9,3.3
1,201309,3.2,75,2.97
1,201310,1.47,64.9,2.4
1,201311,3.42,51.6,2.11
1,201312,7.93,47.9,2.72
1,201401,2.7,37.3,1.82
1,201402,5.75,47.3,1.82
1,201403,5.57,52.3,1.51
1,201404,9.67,62.4,2.64
1,201405,4.27,70.2,2.44
1,201406,5.23,77.9,2.56
1,201407,3.36,77.8,-0.4
1,201408,3.25,79.5,-0.72
1,201409,2.51,76.3,-1.23
1,201410,4.38,65.2,-0.73
1,201411,2.98,48.2,-0.8
1,201412,6.36,50,-0.42
1,201501,4.34,43.6,-0.57
1,201502,4.05,41.3,-0.74
1,201503,4.28,57.8,-1.3
1,201504,7.14,66,-0.7
1,201505,4.32,71.8,-0.64
1,201506,3.27,78.8,-0.91
1,201507,4.71,81.6,-1.26
1,201508,4.94,79,-0.99
1,201509,2.71,74.4,-1.3
1,201510,2.93,65,-1.24
1,201511,6.8,59.2,0.68
1,201512,11.87,56.9,2.33
50,199201,3.59,6.5,-99.99
50,199202,2.69,0.3,-99.99
50,199203,3.14,12.8,-99.99
50,199204,1.43,22.6,-99.99
50,199205,2.27,33.9,-99.99
50,199206,2.6,50.6,-99.99
50,199207,2.87,54.6,-99.99
50,199208,4.49,49.6,-99.99
50,199209,4,31.6,-99.99
50,199210,3.45,20.9,-99.99
50,199211,4.54,13.8,-99.99
50,199212,3.47,3.2,-99.99
50,199301,3.75,3.2,-99.99
50,199302,2.84,10.6,-99.99
50,199303,1.85,16.7,-99.99
50,199304,1.13,30.4,-99.99
50,199305,1.62,42.2,-99.99
50,199306,1.97,51.5,-99.99
50,199307,1.8,56.8,-99.99
50,199308,4.45,50.1,-99.99
50,199309,6.05,39.7,-99.99
50,199310,5.04,29.9,-99.99
50,199311,4.94,15.8,-99.99
50,199312,3.81,11.9,-99.99
50,199401,2.72,7.4,-99.99
50,199402,1.29,4.1,-99.99
50,199403,3.36,9,-99.99
50,199404,1.8,25.6,-99.99
50,199405,2.49,40.3,-99.99
50,199406,2.4,49.4,-99.99
50,199407,3.06,54.4,-99.99
50,199408,4.25,51.8,-99.99
50,199409,4.86,39.8,-99.99
50,199410,4.57,22.8,-99.99
50,199411,4.81,6.9,-99.99
50,199412,3.56,2.8,-99.99
50,199501,1.76,5,-99.99
50,199502,1.96,8.4,-99.99
50,199503,1.79,6.5,-99.99
50,199504,1.91,30,-99.99
50,199505,2.51,42.7,-99.99
50,199506,2.63,49.8,-99.99
50,199507,3.04,53.8,-99.99
50,199508,3.49,49.6,-99.99
50,199509,5.09,45.9,-99.99
50,199510,3.39,27,-99.99
50,199511,1.73,9,-99.99
50,199512,1.99,5.6,-99.99
50,199601,1.52,-2.4,-99.99
50,199602,4.33,4,-99.99
50,199603,2.03,17.7,-99.99
50,199604,1.45,23.7,-99.99
50,199605,1.38,40.4,-99.99
50,199606,2.73,49.6,-99.99
50,199607,2.86,53.6,-99.99
50,199608,4.37,47.4,-99.99
50,199609,3.87,37.3,-99.99
50,199610,3.04,17.1,-99.99
50,199611,2.19,11.6,-99.99
50,199612,1.87,0.9,-99.99
50,199701,2.37,-0.3,-99.99
50,199702,3.11,15.1,-99.99
50,199703,1.29,7.7,-99.99
50,199704,1.67,27.5,-99.99
50,199705,1.85,41,-99.99
50,199706,1.9,52.2,-99.99
50,199707,3.1,55.4,-99.99
50,199708,4.83,52.2,-99.99
50,199709,4.6,44.6,-99.99
50,199710,3.17,20.3,-99.99
50,199711,3.61,18.1,-99.99
50,199712,4.31,3.7,-99.99
50,199801,1.61,0.6,-99.99
50,199802,1.57,10.4,-99.99
50,199803,1.79,20.2,-99.99
50,199804,2.52,30.6,-99.99
50,199805,3.09,39.2,-99.99
50,199806,2.64,49.9,-99.99
50,199807,4.11,54.8,-99.99
50,199808,6.33,47.7,-99.99
50,199809,4.46,41.6,-99.99
50,199810,3.99,27.4,-99.99
50,199811,1.99,15,-99.99
50,199812,2.44,3.8,-99.99
50,199901,3.14,-3.3,-99.99
50,199902,1.51,-3.7,-99.99
50,199903,2.07,9.1,-99.99
50,199904,2.7,23.6,-99.99
50,199905,2.32,37.4,-99.99
50,199906,2.7,51,-99.99
50,199907,3.65,53.2,-99.99
50,199908,4.25,51.1,-99.99
50,199909,5.25,41.9,-99.99
50,199910,5.16,22.8,-99.99
50,199911,2.92,8,-99.99
50,199912,4.62,-2.6,-99.99
50,200001,3.54,0.7,-99.99
50,200002,1.94,16.2,-99.99
50,200003,2.55,17.2,-99.99
50,200004,1.81,24.5,-99.99
50,200005,1.48,35.4,-99.99
50,200006,2.14,51.2,-99.99
50,200007,4.42,51.8,-99.99
50,200008,4.65,47.4,-99.99
50,200009,5.93,38.6,-99.99
50,200010,4.29,24.8,-99.99
50,200011,4.29,18.2,-99.99
50,200012,3.04,14.5,-99.99
50,200101,4.54,15.7,-99.99
50,200102,3.03,14.7,-99.99
50,200103,2.47,12,-99.99
50,200104,2.34,25.1,-99.99
50,200105,2.27,32.7,-99.99
50,200106,1.55,50.8,-99.99
50,200107,4.38,52.1,-99.99
50,200108,3.96,50.4,-99.99
50,200109,3.94,42.4,-99.99
50,200110,4.19,21.8,-99.99
50,200111,1.96,9.7,-99.99
50,200112,2.87,0.6,-99.99
50,200201,3.58,9.5,-99.99
50,200202,2.53,8.7,-99.99
50,200203,1.43,15.4,-99.99
50,200204,1.88,21.5,-99.99
50,200205,2.28,41.1,-99.99
50,200206,2.42,50,-99.99
50,200207,2.83,53.4,-99.99
50,200208,5.25,49.2,-99.99
50,200209,5.25,42.7,-99.99
50,200210,5.72,31.8,-99.99
50,200211,4.45,24.1,-99.99
50,200212,2.9,13.6,-99.99
50,200301,2.62,10.2,-99.99
50,200302,3.28,16.5,-99.99
50,200303,1.92,11,-99.99
50,200304,1.34,27.8,-99.99
50,200305,2.31,38.4,-99.99
50,200306,2.49,51.2,-99.99
50,200307,3.88,53.5,-99.99
50,200308,5.18,50.6,-99.99
50,200309,3.8,39,-99.99
50,200310,4.13,31.7,-99.99
50,200311,4.42,14.8,-99.99
50,200312,3.63,4.6,-99.99
50,200401,2,-0.4,-99.99
50,200402,2.63,10.1,-99.99
50,200403,2.39,10,-99.99
50,200404,2.49,28.7,-99.99
50,200405,2.46,43.2,-99.99
50,200406,1.86,55.1,-99.99
50,200407,2.58,57.3,-99.99
50,200408,2.31,55.3,-99.99
50,200409,5.55,37.4,-99.99
50,200410,5,29.5,-99.99
50,200411,4.87,16.9,-99.99
50,200412,4.6,8.8,-99.99
50,200501,2.74,6.7,-99.99
50,200502,2.75,8,-99.99
50,200503,2.54,18.5,-99.99
50,200504,1.55,24.5,-99.99
50,200505,2.18,43.7,-99.99
50,200506,2.23,52.5,-99.99
50,200507,3.84,54.4,-99.99
50,200508,4.05,52.6,-99.99
50,200509,6.5,42.9,-99.99
50,200510,3.95,27.4,-99.99
50,200511,4.42,5.1,-99.99
50,200512,3.61,13.9,-99.99
50,200601,1.62,-4.7,-99.99
50,200602,2.56,12.4,-99.99
50,200603,1.39,7.7,-99.99
50,200604,2.85,20.8,-99.99
50,200605,1.83,40,-99.99
50,200606,3.03,49.1,-99.99
50,200607,3.14,53,-99.99
50,200608,6.04,48.3,-99.99
50,200609,4.94,44.3,-99.99
50,200610,6.04,31.6,-99.99
50,200611,1.37,6.2,-99.99
50,200612,3.9,8.1,-99.99
50,200701,3.29,5.5,-99.99
50,200702,0.99,6.1,-99.99
50,200703,1.88,-0.2,-99.99
50,200704,1.74,29.9,-99.99
50,200705,1.91,39.4,-99.99
50,200706,1.96,51,-99.99
50,200707,3.49,55.5,-99.99
50,200708,3,53.2,-99.99
50,200709,5.82,43.5,-99.99
50,200710,3.93,25.3,-99.99
50,200711,3.59,19.8,-99.99
50,200712,2.49,8,-99.99
50,200801,2.82,0.4,-99.99
50,200802,2.23,1.7,-99.99
50,200803,2.63,12.6,-99.99
50,200804,2.51,23,-99.99
50,200805,1.95,39.1,-99.99
50,200806,2.63,48.8,-99.99
50,200807,4.55,51.2,-99.99
50,200808,3.05,48.4,-99.99
50,200809,4.39,41.2,-99.99
50,200810,5.05,18.9,-99.99
50,200811,2.84,9.6,-99.99
50,200812,2.44,6,-99.99
50,200901,4.05,-0.2,-99.99
50,200902,2.66,5.1,-99.99
50,200903,2.57,7.1,-99.99
50,200904,1.51,24.1,-99.99
50,200905,1.54,40.4,-99.99
50,200906,2.2,49.8,-99.99
50,200907,2.66,56.1,-99.99
50,200908,4.66,49,-99.99
50,200909,4.1,41.6,-99.99
50,200910,3.57,30.5,-99.99
50,200911,3.35,7.4,-99.99
50,200912,2.34,10.2,-99.99
50,201001,1.93,1.5,-99.99
50,201002,1.6,10.8,-99.99
50,201003,2.61,9.8,-99.99
50,201004,1.79,26.9,-99.99
50,201005,1.16,41.3,-99.99
50,201006,2.71,49.5,-99.99
50,201007,4.56,52.1,-99.99
50,201008,3.98,51.5,-99.99
50,201009,3.19,42.8,-99.99
50,201010,4.18,27.6,-99.99
50,201011,4.29,17.7,-99.99
50,201012,1.85,-2.4,-99.99
50,201101,2.56,7,-99.99
50,201102,2.86,6,-99.99
50,201103,0.83,11.9,-99.99
50,201104,1.65,23.2,-99.99
50,201105,1.39,40.5,-99.99
50,201106,2.58,49.8,-99.99
50,201107,3.7,52.1,-99.99
50,201108,6.06,49,-99.99
50,201109,5.01,42.4,-99.99
50,201110,4.16,28.5,-99.99
50,201111,3.28,3.6,-99.99
50,201112,4.66,9.4,-99.99
50,201201,2.79,-12.8,-99.99
50,201202,2.74,12.1,-99.99
50,201203,1.82,4.3,-99.99
50,201204,1.05,27.3,-99.99
50,201205,2.63,37.2,-99.99
50,201206,2.88,50.4,-99.99
50,201207,4.21,52,-99.99
50,201208,4.52,49.9,-99.99
50,201209,7.25,40.6,-99.99
50,201210,2.95,25.5,-99.99
50,201211,1.98,6,-99.99
50,201212,2.46,-0.8,-99.99
50,201301,3.51,9.8,-99.99
50,201302,2.84,6.3,-99.99
50,201303,1.74,11,-99.99
50,201304,1.89,16.7,-99.99
50,201305,2.39,35.2,-99.99
50,201306,1.76,53.9,-99.99
50,201307,3.12,55,-99.99
50,201308,4.54,51.4,-99.99
50,201309,5.42,39.6,-99.99
50,201310,6.43,34,-99.99
50,201311,4.06,13.7,-99.99
50,201312,3.11,7,-99.99
50,201401,4.34,18.4,-99.99
50,201402,1.04,6.7,-99.99
50,201403,1.53,14.1,-99.99
50,201404,1.42,27.4,-99.99
50,201405,1.79,41.9,-99.99
50,201406,3.81,48.1,-99.99
50,201407,4.59,52.7,-99.99
50,201408,4.85,52,-99.99
50,201409,4.82,42.3,-99.99
50,201410,3.2,25.8,-99.99
50,201411,2.52,19.6,-99.99
50,201412,2.84,15,-99.99
50,201501,3.17,7.1,-99.99
50,201502,1.84,12.6,-99.99
50,201503,2.26,15.9,-99.99
50,201504,2.73,28.2,-99.99
50,201505,1.82,44.8,-99.99
50,201506,2.07,52.3,-99.99
50,201507,3.92,54.2,-99.99
50,201508,4.88,49.3,-99.99
50,201509,6.21,38.9,-99.99
50,201510,4.16,31.6,-99.99
50,201511,5.39,17.2,-99.99
50,201512,1.65,8.3,-99.99
2,199201,1.32,39.6,0.98
2,199202,1.93,47.1,1.46
2,199203,2.91,50.2,2.56
2,199204,0.36,61.2,2.59
2,199205,1.64,66.7,4.22
2,199206,0.21,73.5,4.91
2,199207,1.72,78.1,4.79
2,199208,3.25,77.5,5.27
2,199209,0.53,73.3,4.16
2,199210,0.91,63.8,3.62
2,199211,0.14,45.7,2.85
2,199212,3.23,38.4,3.92
2,199301,5.22,43.5,6.41
2,199302,3.17,44.5,7.61
2,199303,1.15,51.8,7
2,199304,0.05,58.6,6.42
2,199305,0.41,67.3,6.98
2,199306,0.14,74.2,7.01
2,199307,0.35,78.3,-0.96
2,199308,2.88,77.5,-0.25
2,199309,0.35,71.8,-0.92
2,199310,1.24,61,0.27
2,199311,1.52,47.2,0.84
2,199312,0.29,41.9,-0.52
2,199401,0.23,43.2,-1.16
2,199402,1.24,43.3,-0.98
2,199403,1.24,52.9,-0.96
2,199404,0.61,58.2,-0.91
2,199405,0.59,65.2,-1.13
2,199406,0.23,79.2,-1.73
2,199407,0.94,81.3,-2.45
2,199408,1.62,81.3,-2.77
2,199409,1.4,73.7,0.09
2,199410,0.92,59.6,0.14
2,199411,1.33,45.5,0.64
2,199412,2.1,43.2,1.16
2,199501,2.43,42.1,2.03
2,199502,1.47,50.9,2.05
2,199503,1.52,51.3,2.18
2,199504,0.63,54.9,2.43
2,199505,0.43,61.7,3.01
2,199506,0.13,72.1,3.59
2,199507,0.6,80.3,-0.63
2,199508,1.98,81.4,-0.81
2,199509,1.3,74.6,-0.75
2,199510,0.08,63.1,-1.45
2,199511,0.58,55,-1.78
2,199512,0.29,44.7,-2.3
2,199601,0.2,44.2,-2.92
2,199602,1.08,50.1,-3.13
2,199603,0.37,51.9,-3.63
2,199604,0.06,59.9,-4.36
2,199605,0.09,69.6,-4.96
2,199606,0.26,78,-5.28
2,199607,1.7,82.3,-5.03
2,199608,1.39,80.2,-5.19
2,199609,1.86,70.3,-4.04
2,199610,0.75,60.8,-3.75
2,199611,0.79,51,-3.49
2,199612,0.19,44.2,-3.87
2,199701,1.89,42,-3.09
2,199702,0.91,44.7,-2.91
2,199703,0.11,55,-3.52
2,199704,0.76,56.2,-3.35
2,199705,0.37,70.5,-3.55
2,199706,0.25,73.8,-3.68
2,199707,0.82,79.4,-4.22
2,199708,2.26,79.1,0.01
2,199709,2.18,75,0.7
2,199710,0.7,60.2,0.48
2,199711,0.59,51,0.15
2,199712,1.87,39.4,0.61
2,199801,0.55,43.8,0.12
2,199802,3.06,42,1.54
2,199803,1.9,49,2.05
2,199804,0.63,52.7,2.35
2,199805,0.26,63,2.93
2,199806,0.07,71.8,3.43
2,199807,2.35,81.2,3.94
2,199808,1.6,80.4,-0.4
2,199809,1.44,73.6,0.16
2,199810,1.26,60.5,0.45
2,199811,0.93,50.6,0.41
2,199812,0.39,42.7,-0.56
2,199901,0.14,45.4,-1.46
2,199902,0.36,48,-2.16
2,199903,0.19,53,-2.98
2,199904,1.37,53.2,-2.37
2,199905,0.17,65.3,-2.89
2,199906,0.36,74.5,-3.19
2,199907,3.39,78.3,1.36
2,199908,2.55,77.8,1.53
2,199909,1.8,72.6,1.84
2,199910,0,64.2,-0.9
2,199911,0,55.1,-1.73
2,199912,0.04,42,-2.32
2,200001,0.28,45.8,-2.97
2,200002,0.59,48.4,-3.4
2,200003,1.73,50.5,-2.97
2,200004,0.11,61.9,-3.54
2,200005,0.02,71.2,-4.35
2,200006,0.73,77.8,-4.31
2,200007,0.53,81.5,-5.15
2,200008,2.45,79.4,-4.49
2,200009,0.19,74.9,-5.01
2,200010,3.54,60.2,2.19
2,200011,0.84,43.8,2.23
2,200012,0.12,44.7,1.36
2,200101,1.7,40.3,1.67
2,200102,1,44.2,1.55
2,200103,1.04,51.8,1.33
2,200104,0.97,57.5,1.61
2,200105,0.37,70.8,1.56
2,200106,0.24,77.5,-0.21
2,200107,1.5,79.8,-0.5
2,200108,2.04,79.1,-0.61
2,200109,0.39,75.6,-1.39
2,200110,0.43,64.7,-1.81
2,200111,0.29,52.9,-2.22
2,200112,0.82,40.2,-2.21
2,200201,0.19,42.3,-2.69
2,200202,0.1,46.2,-3.27
2,200203,0.22,49.8,-3.76
2,200204,0.18,62,-4.54
2,200205,0.01,67,-5.05
2,200206,0.01,78.8,-5.61
2,200207,1.31,82.3,-5.67
2,200208,0.87,79.8,-6.2
2,200209,1.88,73.6,-5.07
2,200210,0.7,60,-4.68
2,200211,0.64,51.3,-4.45
2,200212,0.86,41,-4.21
2,200301,0.32,48.8,-4.69
2,200302,2.44,45.5,-3.51
2,200303,1.07,50.6,-3.18
2,200304,0.29,55.6,-2.9
2,200305,0.1,68.3,-3.22
2,200306,0.05,76.3,-3.58
2,200307,1.25,83.8,-3.93
2,200308,1.8,80,-3.88
2,200309,1.09,74.8,-3.7
2,200310,0.41,67.3,-4.02
2,200311,1.15,48.8,-3.36
2,200312,0.54,43,-3.45
2,200401,0.71,42.8,-3.48
2,200402,1.07,42.1,-3.12
2,200403,0.75,58.1,-3.55
2,200404,1.32,57.9,-3.13
2,200405,0.01,68.4,-3.67
2,200406,0.09,75.9,-4.07
2,200407,1.14,80.1,-4.31
2,200408,1.48,77.7,-4.37
2,200409,1.58,71.8,0.32
2,200410,1.95,60,1.18
2,200411,1.76,47.3,1.84
2,200412,1.66,42.8,1.99
2,200501,2.83,45.1,2.93
2,200502,3.35,46.2,4.34
2,200503,0.86,49.9,3.95
2,200504,0.7,57.2,4.17
2,200505,0.22,67.9,5.1
2,200506,0.21,74.4,5.44
2,200507,1.05,82.7,-0.49
2,200508,2.43,77.5,-0.17
2,200509,0.42,73.4,-0.87
2,200510,0.92,62.8,-0.85
2,200511,0.06,52.6,-1.52
2,200512,0.04,43.9,-2.19
2,200601,0.13,44.1,-2.87
2,200602,0.04,47.8,-3.64
2,200603,1.41,48.3,-3.25
2,200604,0.24,59,-3.55
2,200605,0.05,70,-4.28
2,200606,0.34,79.5,-4.65
2,200607,2.49,82.3,-3.77
2,200608,2.02,77.9,-3.49
2,200609,1.42,69.8,-2.86
2,200610,1.18,60.2,-2.32
2,200611,0.07,52.8,-2.84
2,200612,0.37,41.8,-3.1
2,200701,0.79,39,-3.03
2,200702,0.56,46.7,-3.24
2,200703,0.83,54.5,-3.5
2,200704,0.24,59.3,-4.07
2,200705,0.3,68.4,-4.48
2,200706,0.12,77.3,-4.94
2,200707,2.27,82,-4.21
2,200708,1.87,80.5,-4.11
2,200709,0.98,73.8,-3.95
2,200710,0.15,62.4,-4.24
2,200711,0.6,55.3,-4.29
2,200712,2.28,39.9,-3.13
2,200801,1.99,39.8,-2.08
2,200802,1.19,45,-1.64
2,200803,0.07,51.8,-2.1
2,200804,0.02,58,-2.29
2,200805,0.65,63.6,-1.63
2,200806,0.15,77.3,-1.3
2,200807,2.25,80.4,-0.74
2,200808,2.31,79.3,-0.61
2,200809,0.62,73.6,-1.1
2,200810,0.28,62.9,-1.59
2,200811,0.89,53.3,-1.58
2,200812,1.89,42.4,-1.02
2,200901,0.52,45.2,-1.42
2,200902,1.02,46.6,-1.41
2,200903,0.17,52.5,-1.98
2,200904,0.29,57,-2.37
2,200905,0.74,70.8,-2.44
2,200906,0.34,73,-2.58
2,200907,1.09,82.8,-3.11
2,200908,0.66,79.7,-4.06
2,200909,0.69,74.1,-4.17
2,200910,0.15,59.4,-4.3
2,200911,0.15,52.9,-4.56
2,200912,1.21,39,0.06
2,201001,3.41,42.2,1.59
2,201002,1.44,44.3,1.88
2,201003,1.03,49.2,1.81
2,201004,0.27,56.1,1.8
2,201005,0.06,63.1,2.02
2,201006,0.08,75.9,2.32
2,201007,1.97,81.8,2.29
2,201008,1.84,79,-0.27
